ax,ay,az,wx,wy,wz
0.851517,-0.388321,0.41951,0.110436,0.648376,1.713509
0.8908079999999999,-0.464341,0.403442,0.183917,0.470649,1.578089
0.857238,-0.5199280000000001,0.425156,0.3654,0.38317,1.322962
0.913895,-0.581314,0.392853,0.308417,0.202935,1.036608
0.936478,-0.6129910000000001,0.384872,0.167609,0.067627,0.782103
0.956085,-0.610962,0.35257,0.198495,-0.081947,0.423593
0.986389,-0.579788,0.348785,0.20129,-0.230386,0.082776
0.996003,-0.554337,0.303192,0.203856,-0.303532,-0.096133
1.003097,-0.565582,0.314987,0.466323,-0.46367,-0.331019
0.969589,-0.5298160000000001,0.25502,0.636217,-0.569307,-0.513943
0.959091,-0.486191,0.349015,0.835644,-0.718397,-0.873218
1.005065,-0.392014,0.28910800000000003,0.985408,-0.999499,-1.067283
0.969574,-0.486099,0.309219,1.032843,-1.129021,-1.356334
0.917053,-0.467926,0.27472,0.8109699999999999,-1.185616,-1.416021
0.881027,-0.37529,0.272354,0.982871,-1.296754,-1.48607
0.786927,-0.290405,0.271897,1.151651,-1.280132,-1.603925
0.815994,-0.249024,0.283219,0.903012,-1.3557610000000002,-1.679991
0.802384,-0.20806900000000003,0.280639,0.568646,-1.427885,-1.767927
0.755722,-0.136856,0.273178,0.552178,-1.553331,-1.795992
0.6844030000000001,-0.08813500000000002,0.30665600000000004,0.7761949999999999,-1.671096,-1.823783
0.623321,-0.129181,0.366912,0.891968,-1.906629,-1.824519
0.551803,-0.040329,0.331268,1.520624,-2.164004,-1.91798
0.489761,-0.034302,0.284363,2.230465,-2.452549,-1.98901
0.422241,-0.03643799999999997,0.18959099999999998,2.63629,-2.834698,-2.084755
0.18862900000000002,-0.028152000000000007,0.08413699999999998,2.736811,-3.176524,-2.117779
0.13842699999999997,0.033843999999999985,-0.129593,2.503171,-3.383132,-2.154388
0.142548,0.06742900000000002,-0.301026,2.048894,-3.515709,-2.09827
0.09227000000000009,0.093017,-0.378876,1.0560870000000002,-3.61661,-2.05839
-0.04142699999999999,0.201385,-0.39898600000000006,0.109009,-3.59,-2.015563
-0.154907,0.250168,-0.379882,-0.215249,-3.616534,-2.021329
-0.30838,0.201797,-0.467987,-0.127177,-3.638093,-2.037126
-0.4982449999999999,0.266266,-0.458481,0.364644,-3.746076,-2.108948
-0.463516,0.336014,-0.489884,0.9055510000000002,-3.92231,-2.187609
-0.647934,0.318207,-0.512635,1.384108,-4.071924,-2.141496
