ax,ay,az,wx,wy,wz
1.127715,-0.160956,0.099593,1.194499,0.103814,1.564717
1.194001,-0.08630900000000001,0.117555,1.487952,0.164933,1.790875
1.222017,-0.15305600000000003,0.073337,1.959243,0.178235,1.953612
1.193937,-0.29752599999999996,0.103175,1.1875190000000002,0.230688,1.981982
1.184395,-0.35238,0.12389900000000002,-0.038664,0.308127,2.072054
1.234854,-0.319654,0.145883,-0.734475,0.359258,2.153749
1.346126,-0.223494,0.162302,-0.828639,0.055122,2.220439
1.271299,-0.225684,0.180728,-0.590299,0.14721,2.260632
1.290183,-0.27389800000000003,0.14675899999999997,-0.746156,0.214326,2.299971
1.273311,-0.376383,0.15504,-1.317219,0.292741,2.420491
1.298889,-0.360202,0.210718,-2.140141,0.29009,2.493518
1.313629,-0.124752,0.204899,-1.604899,0.242642,2.641982
1.250419,-0.0653,0.176733,-0.594995,0.303576,2.718865
1.246604,-0.119042,0.223779,-0.541583,0.409863,2.68863
1.2132,-0.22852,0.241417,-1.102335,0.422827,2.473815
1.152849,-0.170898,0.163049,-1.720459,0.382181,2.357917
1.078128,-0.0055720000000000205,0.105276,-1.436503,0.424112,2.265535
1.048173,0.11077399999999998,0.057886000000000014,-0.757978,0.41892,2.09688
0.9946,0.085812,0.039046000000000004,-0.654828,0.385636,1.887199
0.924435,-0.0010740000000000192,0.040071,-1.072221,0.392667,1.566494
0.861034,0.07352999999999998,-0.014757000000000003,-1.178473,0.387642,1.184996
0.801639,0.09065199999999997,-0.108553,-0.67116,0.351407,0.882054
0.7635159999999999,0.1048190000000001,-0.178781,-0.126091,0.348176,0.684169
0.728797,-0.00524800000000003,-0.195589,-0.201862,0.339253,0.498152
0.721119,-0.026456999999999953,-0.224878,-0.710261,0.161543,0.212601
0.691012,0.04960399999999999,-0.25779,-0.565146,0.056218,0.007976
0.7171550000000001,0.16065600000000002,-0.266825,0.097533,0.030318,-0.125685
0.712001,0.16929399999999992,-0.240569,0.413996,-0.042963,-0.442252
0.7561359999999999,0.197199,-0.202523,0.547785,-0.045002,-0.917403
0.764109,0.046559999999999935,-0.193329,0.450298,-0.103372,-1.237286
0.787096,0.03300499999999995,-0.254209,0.359183,-0.255169,-1.277029
0.820689,0.057611000000000086,-0.226027,0.360015,-0.411862,-1.457771
0.86427,0.29903499999999994,-0.188109,0.890194,-0.329208,-1.953876
0.965747,0.24568300000000004,-0.13569400000000004,1.407195,-0.303725,-2.530834
1.050823,-0.026173,-0.07488700000000001,0.456765,-0.512278,-2.650798
0.927833,-0.107545,-0.087485,-0.127771,-0.649595,-2.90041
0.917923,0.294895,-0.130693,0.093351,-0.294598,-2.714702
1.177221,0.181922,0.115308,-0.104011,-0.465664,-3.059934
1.230602,0.13426999999999997,0.119613,-0.9357160000000002,-0.372693,-3.335824
1.19186,0.179103,0.110325,-1.242705,-0.181377,-3.392383
1.115338,0.127374,0.024734000000000006,-1.571357,0.13860800000000004,-3.006258
1.274154,0.28437300000000004,0.061383000000000014,-1.422245,0.180754,-2.870857
1.549013,0.144812,0.20870900000000003,-2.015573,0.118802,-3.323368
1.451497,-0.13770699999999997,0.099858,-1.445998,0.096407,-3.416197
1.286459,-0.08618800000000001,-0.015174999999999994,-0.788964,0.335903,-2.389499
1.177561,0.088343,-0.062799,0.678698,0.617772,-1.633807
1.294295,0.289357,-0.12998700000000002,2.861055,1.050484,-1.291957
1.530362,0.056653000000000016,0.026803,3.647943,0.643482,-1.418602
1.445941,-0.24898700000000004,0.190967,2.750255,0.392863,-1.3936130000000002
1.314629,-0.27489700000000006,0.214696,1.896773,0.333518,-1.004403
1.233736,-0.20266399999999998,0.187152,1.510789,0.096147,-0.809324
1.202769,-0.087009,0.14387200000000003,1.53943,-0.027912,-0.681163
1.228831,-0.123365,0.19086600000000004,1.302556,-0.165492,-0.7538169999999998
1.162356,-0.21466,0.217366,0.424563,-0.144415,-0.8933149999999999
1.1108449999999999,-0.17283900000000002,0.16096200000000002,-0.303367,-0.030832,-0.843223
1.068153,-0.08868499999999997,0.08728200000000001,-0.522868,0.021696,-0.755742
1.036997,0.045247000000000044,0.02052599999999999,-0.160667,0.054509,-0.580028
1.016915,0.09085400000000002,-0.014466999999999994,0.417045,0.079298,-0.33021
0.996473,0.05163900000000005,-0.0053550000000000125,0.552608,0.13623900000000003,-0.188857
0.980125,0.027390000000000025,0.00602599999999999,0.367346,0.205578,-0.123
0.975157,0.06240200000000001,-0.026392000000000006,0.243634,0.209189,-0.107614
0.968812,0.086856,-0.043983,0.099185,0.188088,-0.00648
0.952274,0.111346,-0.04270399999999999,-0.12353,0.148744,0.034117
0.947891,0.170463,-0.048218,-0.177319,0.124474,0.048485
0.950936,0.194963,-0.059446999999999986,-0.250732,0.113126,0.054416
0.945783,0.212061,-0.078508,-0.288654,0.10577,0.042266
0.9596150000000002,0.291821,-0.08765399999999998,-0.276291,0.069275,0.123217
0.958663,0.318801,-0.085398,-0.163692,0.069826,0.197044
0.954441,0.324936,-0.083781,-0.136652,0.047834,0.203187
0.946209,0.343062,-0.083459,-0.08518299999999998,0.040586,0.194865
0.941948,0.339198,-0.07374999999999998,-0.13776600000000003,0.029415,0.163396
0.93606,0.337786,-0.089754,-0.151122,0.002673,0.164595
0.934629,0.36261800000000005,-0.094169,-0.104444,-0.031453,0.187695
0.940051,0.373988,-0.081113,-0.04552,-0.0655,0.202363
0.932548,0.370348,-0.050491,-0.040591,-0.066805,0.163762
0.9360520000000002,0.355275,-0.03311,-0.156901,-0.062422,0.112846
0.935726,0.30884100000000003,-0.028335,-0.208348,-0.059938,0.109084
0.95256,0.278942,-0.017597,-0.210736,-0.0795,0.164645
0.96711,0.221844,-0.0051249999999999985,-0.197291,-0.081845,0.225026
0.987874,0.14492300000000002,-0.0008989999999999969,-0.212184,-0.043797,0.251449
1.017611,0.056860000000000015,0.0065680000000000035,-0.288232,-0.025468,0.316413
1.044671,-0.04052099999999997,-0.008705999999999998,-0.371556,-0.03737,0.480348
1.052348,-0.101414,-0.017351000000000002,-0.394727,-0.08591899999999998,0.68675
1.049274,-0.130185,-0.0038490000000000056,-0.284524,-0.122853,0.948893
1.066123,-0.146359,0.006886000000000002,-0.247926,-0.123417,1.158924
1.0949579999999999,-0.16100699999999998,0.010332999999999995,-0.063251,-0.100606,1.351149
1.1240109999999999,-0.153129,0.007399000000000002,0.159361,-0.07157,1.530161
1.150835,-0.13429300000000002,-0.007497999999999997,0.527744,-0.049769,1.692634
1.2081279999999999,-0.026752,0.006585999999999995,1.221066,0.14378,1.844631
1.291233,-0.04442599999999999,-0.049359,2.283749,0.151341,2.123276
1.3723550000000002,-0.167615,-0.182784,3.538758,-0.145634,2.545245
1.3189860000000002,-0.431226,-0.20527,4.265582,-0.08951,3.005296
1.329593,-0.8788789999999999,0.04187199999999999,0.545936,0.255297,3.578193
1.428003,-0.906317,0.16108,-1.916675,0.301092,3.385751
1.6099269999999999,-0.615537,0.165128,-1.01186,0.07306899999999998,3.281917
1.593295,-0.5477350000000001,0.183723,-0.035025,0.141167,3.317688
1.63733,-0.538504,0.29415,-0.393028,0.449189,3.706134
1.604328,-0.428053,0.395354,-1.308749,0.669685,3.674783
1.594164,-0.19885,0.402423,-1.956421,0.681321,3.423556
1.447822,0.036465000000000025,0.293085,-1.637292,0.580535,2.998504
1.246832,0.210863,0.129147,-0.904046,0.660912,2.816546
1.14839,0.37275,0.029157,-0.731419,0.705794,2.551373
1.027895,0.38699400000000006,-0.020979000000000005,-0.944745,0.552992,2.133648
0.913529,0.42118799999999995,-0.197431,-0.815041,0.351149,1.803611
0.7814609999999999,0.477879,-0.30317,-0.469213,0.307855,1.331431
0.706052,0.47966,-0.439646,0.014139,0.163778,0.9912550000000002
0.688872,0.318986,-0.4369,0.167669,-0.138961,0.552931
0.6601159999999999,0.26134,-0.442709,0.414231,-0.197529,0.284441
0.663212,0.11238399999999994,-0.436647,-0.076314,-0.280735,0.112168
0.6917690000000001,-0.03736300000000004,-0.310527,-0.796506,-0.481733,-0.099016
0.6605099999999999,0.023834000000000022,-0.219694,0.014738,-0.313442,-0.321971
0.712596,-0.10442799999999997,-0.008273,0.294835,-0.220584,-0.469919
0.713365,-0.267412,0.05135099999999999,-0.184754,-0.28672,-0.662712
0.688208,-0.253829,0.03558700000000001,0.200297,-0.121324,-0.791288
