ax,ay,az,wx,wy,wz
0.985138,-0.044831,0.048782,0.062898,0.027291,-0.021933
0.974579,-0.036026,0.039353,0.083154,0.048465,0.001802
0.994538,-0.023316,0.015366,0.068095,0.050638,0.005846
0.9926910000000002,-0.004288,0.009521000000000003,0.074613,0.044248,-0.004714
1.003739,-0.003341000000000004,0.018982,0.144424,0.04295,-0.009034
1.015762,0.006347000000000005,0.027985,0.198109,0.053398,-0.005056
1.007553,0.032761,-0.0027919999999999993,0.123283,0.04945,-0.037012
0.982162,0.035705,-0.001282,0.047354,0.042312,-0.067927
0.983795,0.062042,-0.010452,0.074686,0.053984,-0.109034
0.991653,0.05674700000000001,-0.039566,0.090033,0.028464,-0.1525
0.998825,0.043641,-0.058975,0.082684,-0.015076,-0.189916
1.0,0.033432,-0.069702,0.092328,-0.060827,-0.211121
1.008484,0.047653,-0.106567,0.077453,-0.104342,-0.247584
0.997742,0.05267400000000001,-0.159393,-0.010346,-0.175237,-0.304289
0.990021,0.017746,-0.217621,-0.070201,-0.257917,-0.370189
0.991836,0.03157,-0.290176,-0.023346,-0.365509,-0.388813
1.025009,0.055634,-0.370468,0.026249,-0.480624,-0.364809
1.073471,0.106094,-0.486496,-0.07198300000000002,-0.653656,-0.399432
1.045746,0.126252,-0.5434720000000001,-0.414903,-0.896004,-0.47385
1.056167,0.107758,-0.553574,-0.642208,-1.156713,-0.62967
1.051086,0.132996,-0.51558,-0.262724,-1.330324,-0.668062
1.089188,0.165711,-0.545547,0.151887,-1.482838,-0.667596
1.131882,0.0896,-0.534744,0.110085,-1.610417,-0.635345
1.163331,0.018799,-0.494873,-0.250355,-1.757073,-0.628994
1.174012,-0.00027399999999999647,-0.465973,-0.479621,-1.865877,-0.623901
1.19664,-0.015579000000000006,-0.396881,-0.42877,-1.921432,-0.588111
1.182846,-0.059525,-0.362625,-0.378999,-1.958915,-0.541651
1.175262,-0.12974599999999997,-0.348297,-0.476478,-1.992725,-0.476027
1.167603,-0.218552,-0.303788,-0.718042,-2.006938,-0.377323
1.174759,-0.264054,-0.241867,-0.932702,-1.976583,-0.262199
1.137955,-0.29676800000000003,-0.20311,-0.878156,-1.900412,-0.102694
1.111557,-0.32063299999999995,-0.200211,-0.644065,-1.76741,0.058398
1.085495,-0.371826,-0.18908600000000003,-0.620798,-1.659259,0.248368
1.062439,-0.385956,-0.181717,-0.704234,-1.563561,0.472979
1.047272,-0.363037,-0.17852800000000002,-0.671385,-1.424622,0.685472
1.025147,-0.331375,-0.16859400000000002,-0.596832,-1.296484,0.908142
1.02301,-0.278198,-0.184601,-0.486207,-1.1545550000000002,1.075989
1.007751,-0.244583,-0.17649800000000002,-0.456807,-1.016544,1.207518
0.99826,-0.230957,-0.16395600000000002,-0.480129,-0.8932529999999999,1.343598
1.0006560000000002,-0.157379,-0.16081299999999998,-0.417505,-0.747924,1.48414
0.985718,-0.12767100000000003,-0.14344800000000008,-0.389533,-0.582163,1.561392
0.952713,-0.13835199999999997,-0.151855,-0.44408,-0.443738,1.61187
0.932572,-0.133469,-0.14439399999999997,-0.357978,-0.296226,1.664386
0.926041,-0.10182200000000001,-0.13322400000000004,-0.125056,-0.110982,1.758446
0.942612,-0.131561,-0.13348400000000002,0.002808,0.069327,1.837155
0.9591980000000002,-0.10908499999999999,-0.15995799999999996,-0.036472,0.257701,1.890042
0.979553,-0.111008,-0.18008399999999997,-0.31103,0.389449,1.933087
0.997742,-0.080291,-0.187485,-0.529646,0.489129,1.948151
0.998627,-0.02864,-0.18199099999999999,-0.449337,0.60167,1.921769
0.986206,0.02360499999999999,-0.222534,-0.048992,0.736522,1.89149
0.9959110000000002,0.011886000000000008,-0.219955,0.316473,0.897088,1.822414
1.007904,-0.039795,-0.209641,0.256859,1.019783,1.734402
1.021652,-0.05838100000000001,-0.18798800000000002,-0.009152,1.122948,1.664686
1.018646,-0.06820699999999999,-0.15687500000000001,-0.116421,1.242557,1.615373
1.018326,-0.04869100000000001,-0.166092,0.124434,1.395035,1.55088
1.026199,-0.01025400000000004,-0.14296000000000003,0.7220109999999998,1.613308,1.48735
1.037293,-0.040984999999999994,-0.13649,0.690968,1.747696,1.342276
1.042602,-0.096619,-0.107284,0.100437,1.804247,1.179465
1.064545,-0.04595899999999997,-0.106781,-0.114418,1.893517,1.035951
1.059632,0.009658000000000003,-0.13062999999999997,0.143926,2.008771,0.922688
1.049775,0.0024100000000000232,-0.152267,0.461529,2.100461,0.7772609999999999
1.046402,0.0038759999999999914,-0.154267,0.402671,2.178615,0.594448
1.044525,-0.04963699999999999,-0.185623,0.015643,2.165293,0.439817
1.063614,0.0005490000000000217,-0.189071,-0.142056,2.15325,0.322557
1.062973,0.042511000000000014,-0.206527,-0.068281,2.159646,0.149025
1.040665,0.010512999999999995,-0.266953,0.226658,2.121696,-0.050118
1.0382529999999999,0.013092000000000048,-0.322067,0.339407,2.044923,-0.194437
1.054612,-0.04972899999999997,-0.336563,0.046141,1.88659,-0.355346
1.068557,-0.033279,-0.29924,-0.313925,1.743335,-0.48526
1.07901,-0.026505,-0.284409,-0.280805,1.5892,-0.649983
1.035919,0.03309699999999999,-0.327423,0.283014,1.530042,-0.806949
1.039978,-0.034744,-0.28364500000000004,0.443842,1.403103,-0.9548930000000002
1.046631,-0.06994600000000001,-0.247543,0.173899,1.258468,-1.081388
1.067276,-0.074463,-0.20283500000000002,-0.06638,1.12643,-1.163781
1.076859,-0.002929000000000015,-0.16593899999999998,0.051095,1.07719,-1.233482
1.104721,-0.015120999999999997,-0.16986099999999998,0.260872,0.995735,-1.317856
1.101334,-0.060364,-0.198792,0.276274,0.835203,-1.433866
1.069808,-0.07988,-0.18184,0.34066,0.663814,-1.518316
1.080185,-0.07472199999999998,-0.10853599999999997,0.516278,0.549391,-1.535084
1.105728,-0.131317,-0.09310999999999997,0.325093,0.447973,-1.575218
1.1305999999999998,-0.17221,-0.119584,-0.062323,0.263117,-1.574621
1.1477210000000002,-0.090409,-0.0952,-0.008477,0.134161,-1.553773
1.158371,-0.07637099999999998,-0.06475799999999998,0.368257,0.071193,-1.581427
1.166061,-0.093933,-0.058333999999999976,0.537183,-0.012413,-1.558864
1.153321,-0.151443,-0.05528299999999997,0.331545,-0.12448600000000003,-1.556629
1.106583,-0.10217300000000001,-0.059386999999999975,0.285821,-0.242586,-1.453099
1.098252,-0.033371,-0.08325199999999999,0.558282,-0.339393,-1.381155
1.102326,-0.022217,-0.066101,0.765638,-0.428478,-1.341011
1.112915,-0.07000700000000001,-0.05871600000000001,0.648736,-0.575993,-1.322641
