ax,ay,az,wx,wy,wz
-0.961563,0.087234,-0.244232,-0.010725,-0.0031780000000000003,0.030528
-0.96109,0.08577,-0.24324099999999999,0.03455,-0.016063,0.005608
-0.9689479999999999,0.079437,-0.240479,0.023956,-0.013881,-0.006244
-0.969925,0.079437,-0.240005,0.015268,-0.013865,0.00321
-0.9668120000000001,0.09262100000000001,-0.250641,0.009637,-0.01176,0.029753
-0.958359,0.092636,-0.259262,0.025633,-0.013956,0.038494
-0.9496,0.110733,-0.28491200000000005,0.086633,-0.015256,0.055337
-0.9483940000000001,0.111313,-0.32388300000000003,0.182048,-0.023045,0.063091
-0.954605,0.115311,-0.358109,0.160683,0.023822,0.076679
-0.930465,0.1232,-0.398117,0.098725,0.117636,0.095059
-0.9360809999999999,0.199326,-0.43655299999999997,0.137254,0.243999,0.169219
-0.9246209999999999,0.262436,-0.5298,0.341912,0.294269,0.229719
-0.934692,0.29492199999999996,-0.644928,0.606564,0.334747,0.29639
-0.904404,0.263352,-0.701507,0.586519,0.530485,0.361272
-0.969681,0.247406,-0.732422,0.401674,0.773799,0.29927800000000004
-1.020324,0.286102,-0.788787,0.092929,1.103589,0.323965
-0.993576,0.364685,-0.83786,0.026347,1.379324,0.362718
-1.012726,0.39447,-0.856643,0.172172,1.575476,0.476839
-1.043411,0.375015,-0.8591759999999999,0.253907,1.772802,0.6634939999999999
-1.0686639999999998,0.36230500000000004,-0.838684,0.292659,1.969208,0.853783
-1.12909,0.364318,-0.841201,0.278025,2.08823,0.978275
-1.1656950000000001,0.33273299999999995,-0.865799,0.025009,2.282638,1.046197
-1.172226,0.36439499999999997,-0.855606,-0.18805,2.529038,1.116877
-1.115356,0.427673,-0.8447119999999999,-0.036066,2.654962,1.222485
-1.132584,0.424881,-0.8888860000000001,0.279262,2.6271,1.335581
-1.154968,0.354721,-0.8928529999999999,0.28047300000000003,2.674801,1.448503
-1.139526,0.342498,-0.8833620000000001,0.078063,2.805271,1.46916
-1.0965120000000002,0.38000500000000004,-0.8888550000000001,-0.06859,2.901517,1.478878
-1.0387879999999998,0.38096599999999997,-0.8985589999999999,-0.065809,2.918455,1.528971
-1.013153,0.398941,-0.8868560000000001,-0.021384,2.936277,1.600967
-0.958953,0.39563,-0.943939,-0.014454,2.904274,1.6404169999999998
-0.889191,0.385407,-0.9724729999999999,-0.0246,2.907428,1.688184
-0.8453370000000001,0.419555,-0.9969790000000001,0.036811,2.911501,1.668845
-0.776397,0.427735,-0.9796600000000001,0.124372,2.934677,1.622228
-0.7128140000000001,0.408142,-0.9634860000000001,0.167514,2.923927,1.597283
-0.6319279999999999,0.3944240000000001,-0.9606469999999999,0.16891199999999998,2.887666,1.650493
-0.5625,0.407547,-0.970123,0.241354,2.821422,1.6695529999999998
-0.49574300000000004,0.3714150000000001,-0.96759,0.204246,2.78866,1.609366
-0.45993,0.3664710000000001,-0.952835,-0.015778,2.839548,1.529602
-0.394546,0.361481,-0.928299,-0.194686,2.829585,1.49082
-0.316162,0.385682,-0.8937379999999999,-0.122411,2.793085,1.540786
-0.23939499999999994,0.43814,-0.851318,0.341771,2.687207,1.5462790000000002
-0.17242399999999994,0.41018699999999997,-0.8073119999999999,0.780243,2.530393,1.521539
-0.11401300000000007,0.325256,-0.775299,0.8317319999999999,2.472803,1.4955889999999998
-0.055145000000000007,0.276383,-0.7412420000000001,0.7195520000000001,2.438183,1.427932
0.019790999999999948,0.25534,-0.7336429999999999,0.6387729999999999,2.3822330000000003,1.323433
0.07837000000000001,0.222015,-0.6834720000000001,0.51631,2.3424,1.209836
0.13610799999999998,0.185303,-0.641602,0.393394,2.297188,1.136681
0.195114,0.193878,-0.588394,0.407301,2.180188,1.082447
0.263504,0.128387,-0.541535,0.445906,2.060977,1.02644
0.31033299999999997,0.099045,-0.5159149999999999,0.389158,1.974017,0.969097
0.371415,0.09704600000000002,-0.522659,0.380512,1.896429,0.935879
0.417206,0.08726499999999998,-0.520416,0.404878,1.816563,0.926554
0.4543460000000001,0.027146000000000003,-0.471649,0.319381,1.7882080000000002,0.876317
0.490173,-0.017807000000000003,-0.43165600000000004,0.158581,1.716502,0.8196190000000001
0.5642849999999999,-0.009582999999999994,-0.430832,0.16628900000000002,1.632517,0.758946
0.59111,0.02490200000000001,-0.403946,0.411083,1.53387,0.704868
0.6407780000000001,0.004378999999999994,-0.399719,0.6484270000000001,1.4395129999999998,0.646424
0.672257,-0.011671999999999998,-0.4152990000000001,0.7827029999999999,1.355076,0.595029
0.686631,-0.05850200000000001,-0.401016,0.6748890000000001,1.348095,0.533844
0.6924440000000001,-0.086853,-0.372711,0.458715,1.369136,0.481789
0.724594,-0.096145,-0.3707119999999999,0.261768,1.37734,0.43212
0.7245630000000001,-0.090866,-0.342911,0.085135,1.3875879999999998,0.391265
0.7483519999999999,-0.08902,-0.310318,-0.036319,1.3571540000000002,0.39054
