ax,ay,az,wx,wy,wz
-1.337614,0.095852,0.197939,0.053687,-0.161859,0.630082
-1.34337,0.108462,0.204009,-0.035877,-0.139841,0.7469099999999999
-1.350422,0.16348299999999996,0.216522,-0.086,-0.16786,0.816837
-1.381636,0.22222800000000004,0.22823,-0.077394,-0.177576,0.8325599999999999
-1.391347,0.258904,0.220643,-0.02877,-0.096916,0.814426
-1.329539,0.288717,0.199996,-0.024099,-0.044439,0.793831
-1.284813,0.313161,0.194238,-0.120622,-0.08378199999999998,0.733342
-1.284813,0.31316,0.194239,-0.205462,0.004989,0.642502
-1.2102290000000002,0.384823,0.203347,-0.15662799999999996,0.054916,0.510981
-1.140253,0.388992,0.198847,-0.200624,0.058055,0.361263
-1.086331,0.390523,0.17308599999999996,-0.333124,0.128485,0.237745
-1.0333770000000002,0.411439,0.14389,-0.397018,0.19761,0.08665
-0.980427,0.445453,0.162571,-0.364042,0.237618,-0.06177
-0.922503,0.434856,0.182107,-0.397202,0.289427,-0.264629
-0.867282,0.423016,0.16259099999999999,-0.53792,0.278091,-0.355443
-0.8716089999999999,0.432103,0.134883,-0.635597,0.244312,-0.545021
-0.870457,0.429587,0.112881,-0.679842,0.298979,-0.692454
-0.851423,0.436095,0.08844599999999998,-0.701423,0.216611,-0.803335
-0.838286,0.378326,0.069321,-0.740749,0.259143,-0.891595
-0.7683879999999998,0.349517,0.047136,-0.793595,0.294624,-0.854377
-0.711962,0.359328,0.023458000000000007,-0.689174,0.232234,-0.91797
-0.655185,0.323545,0.015688000000000007,-0.553404,0.277667,-1.020359
-0.530308,0.271717,-0.004399,-0.508268,0.305882,-0.943057
-0.407606,0.225042,-0.055214,-0.413413,0.173101,-0.877459
-0.334534,0.195226,-0.085205,-0.294177,0.052831,-0.739441
-0.294029,0.168718,-0.094654,-0.178773,-0.033355,-0.583365
-0.256838,0.142651,-0.096265,-0.08437899999999998,-0.087597,-0.363449
-0.25224499999999994,0.130856,-0.100153,-0.011904,-0.161543,-0.19302
-0.26332099999999997,0.11389999999999997,-0.107151,0.079807,-0.160892,0.001455
-0.291111,0.11767,-0.11162200000000001,0.1533,-0.193191,0.189901
-0.3541679999999999,0.13458,-0.100776,0.259658,-0.172104,0.331316
