ax,ay,az,wx,wy,wz
0.961594,0.07511899999999999,-0.155578,0.7725969999999999,0.019821,0.078417
0.960007,0.034226,-0.176178,0.830615,0.035575,0.081403
0.972763,0.0010830000000000006,-0.18042,0.536467,0.00363,0.067542
0.982071,0.019608,-0.182648,0.270352,-0.056037,0.02851
0.9895020000000002,0.136581,-0.188095,0.520973,-0.070647,-0.02752
0.994584,0.238541,-0.224807,1.302696,-0.064802,-0.049257
0.954544,0.269897,-0.275161,2.015197,-0.042845,-0.013423
0.903488,0.27310199999999996,-0.363297,2.427265,-0.075117,-0.017109
0.935668,0.345063,-0.496125,2.751537,-0.138946,-0.058298
1.084488,0.482727,-0.632126,3.148747,-0.366757,-0.176346
1.121323,0.710205,-0.778152,4.351149,-0.643044,-0.329702
1.059845,0.545868,-0.911239,5.120174,-0.634094,-0.265389
1.2143709999999999,0.300934,-1.043167,4.416691,-1.050599,-0.437828
1.309601,0.30838,-1.130692,3.334155,-1.72325,-0.624546
1.3564600000000002,0.358139,-1.1595,2.702585,-2.239189,-0.641694
1.500855,0.334137,-1.161911,2.509709,-2.723576,-0.71318
1.556366,0.21466,-1.158295,2.378275,-3.015554,-0.814425
1.656006,0.031005999999999995,-1.222305,1.683041,-3.464345,-0.766406
1.746063,0.065583,-1.240158,1.250203,-3.837424,-0.726236
1.873032,0.03862,-1.223374,1.027879,-4.105964,-0.644577
1.896592,0.006806,-1.17868,0.764241,-4.482718,-0.670113
1.924454,0.030943999999999992,-1.101608,0.789792,-4.711567,-0.66256
1.883468,-0.109863,-1.101684,0.539269,-4.920358,-0.625959
1.858826,-0.114822,-1.061173,0.071684,-5.060236,-0.634981
1.836578,-0.094589,-0.9640200000000002,-0.245703,-5.162372,-0.617313
1.697861,-0.073745,-0.872315,-0.085651,-5.15759,-0.625653
1.590805,-0.090393,-0.805008,0.176672,-5.049997,-0.610036
1.4761959999999998,-0.08403,-0.77774,0.425962,-5.024398,-0.519119
1.322434,-0.12040699999999997,-0.7965999999999999,0.660641,-4.943405,-0.440057
1.187592,-0.19191,-0.80986,0.617114,-4.961416,-0.392795
1.077194,-0.166138,-0.746399,0.662147,-4.929842,-0.269674
0.982575,-0.16432200000000002,-0.665176,0.789232,-4.871903,-0.178348
0.831787,-0.227142,-0.633834,0.926345,-4.750158,-0.089997
0.726059,-0.264572,-0.6391910000000001,0.8503899999999999,-4.635197,0.045319
0.611267,-0.263519,-0.628525,0.624792,-4.636727,0.163434
0.500672,-0.210083,-0.5274650000000001,0.714583,-4.542473,0.246815
0.380081,-0.172546,-0.49292,0.938341,-4.401778,0.271497
0.24188300000000004,-0.216033,-0.402832,1.057085,-4.367006,0.225335
0.14611799999999997,-0.202408,-0.365951,1.315208,-4.228553,0.247312
0.035965000000000025,-0.266708,-0.342682,1.228795,-4.078432,0.374002
-0.06063799999999998,-0.279572,-0.23277299999999995,0.563716,-3.956251,0.596656
-0.17173700000000003,-0.272293,-0.18449400000000002,-0.072102,-3.844606,0.685583
-0.18957500000000002,-0.249069,-0.115524,-0.668022,-3.781819,0.630231
-0.272309,-0.135757,0.010025000000000006,-0.9430480000000002,-3.626749,0.7297249999999998
-0.308944,-0.034988000000000005,0.067627,-0.817197,-3.588558,0.51972
-0.439041,0.080414,0.142655,-0.204743,-3.468009,0.318945
-0.470428,-0.006180000000000006,0.285217,0.227914,-3.27553,0.102893
-0.5121009999999999,-0.11932400000000003,0.50943,0.182202,-2.973221,0.110044
-0.6072230000000001,-0.04801900000000001,0.484527,0.361575,-2.604759,0.18226
-0.721359,0.05511500000000001,0.407226,0.490081,-2.395809,0.31637
-0.740738,0.134171,0.560623,0.865,-1.966334,0.402121
-0.852326,0.05073600000000001,0.6354980000000001,0.569716,-1.792038,0.498152
-0.8333129999999999,0.15480099999999997,0.7169949999999999,0.055416,-1.628372,0.38767
-0.894058,0.191162,0.812058,0.053525,-1.2536330000000002,0.244354
-0.8364559999999999,0.271606,0.783035,0.324866,-0.997917,0.088869
-0.8583219999999999,0.228745,0.778153,0.7649709999999998,-0.709793,-0.072663
-0.822662,0.14001399999999997,0.7741859999999999,0.710978,-0.55928,-0.273417
-0.892716,0.064423,0.8176270000000001,0.486984,-0.399891,-0.329692
-0.907013,-0.021774000000000005,0.7986449999999999,0.173121,-0.287084,-0.33514
-0.957031,-0.06674200000000001,0.866882,-0.008115,-0.087629,-0.251271
-0.936615,-0.069214,0.870163,-0.138311,0.128749,-0.215633
-0.921356,-0.055344,0.7827140000000001,0.082343,0.436385,-0.11841
-0.868073,-0.11962900000000003,0.748398,0.020385,0.636512,-0.046671
-0.8506469999999999,-0.119873,0.8354649999999999,-0.163184,0.841264,0.057394
-0.800217,-0.058625,0.87793,-0.515015,0.986038,0.105731
-0.832627,0.049896,0.9449,-0.489873,1.247706,0.091493
-0.809097,-0.080139,0.909897,-0.101749,1.654108,-0.069588
-0.732284,-0.093689,0.843445,0.092537,1.935483,-0.132469
-0.6959230000000001,-0.06178299999999999,0.748139,0.128224,2.233232,-0.110312
-0.653183,-0.021042,0.6251519999999999,-0.165193,2.401102,0.009159
-0.671112,-0.029236,0.592164,-0.365461,2.63894,0.084274
-0.577393,0.04754700000000001,0.4540859999999999,-0.41974,2.883717,0.16256
-0.490341,0.10717800000000001,0.361664,-0.392914,3.105975,0.172788
-0.474503,0.101975,0.295639,-0.33048,3.285769,0.041884
-0.432373,0.121399,0.311524,-0.052768,3.528695,-0.113525
-0.326217,0.135834,0.160354,0.058613,3.736054,-0.291597
-0.2148589999999999,0.122879,0.04380800000000001,-0.174959,3.955024,-0.325578
-0.04476900000000006,0.08067299999999998,-0.08393900000000003,-0.80574,4.076486,-0.40478
0.0426939999999999,0.080628,-0.09460399999999998,-1.558708,4.128073,-0.434726
0.06742799999999992,0.108154,-0.193543,-1.789003,4.255452,-0.417661
0.16832000000000003,0.16111699999999998,-0.349594,-1.181904,4.452253,-0.376751
0.28811700000000007,0.191269,-0.55362,-0.342419,4.602458,-0.307
0.420593,0.071595,-0.492615,-0.283316,4.620493,-0.406201
0.539704,0.004866999999999996,-0.5530849999999999,-0.518756,4.611843,-0.478804
0.6422110000000001,-0.028122000000000005,-0.6386259999999999,-0.530909,4.6694,-0.519369
0.788666,-0.023911,-0.620468,-0.415846,4.798577,-0.371704
0.945053,-0.064026,-0.612458,-0.275016,5.042644,-0.269316
1.156708,-0.032531,-0.613083,-0.079215,5.244029,-0.209838
1.309723,-0.032119999999999996,-0.820496,0.557867,5.49509,-0.23656
1.399795,-0.086868,-0.97261,0.894474,5.660028,-0.315634
1.4956049999999999,-0.267395,-0.933838,-0.113306,5.515597,-0.30263
1.6629479999999999,-0.209869,-0.804519,-0.828647,5.303997,-0.163062
1.730896,-0.204055,-0.999771,-0.096061,5.318396,-0.10139500000000001
1.954483,-0.089401,-1.118423,1.273057,5.297327,0.148249
2.020066,-0.285431,-0.919358,1.83569,5.366046,-0.138473
2.056961,-0.450699,-0.911788,1.283983,5.106424,-0.272344
1.892807,-0.529907,-1.1366429999999998,1.19635,5.163129,-0.280993
2.071548,-0.4897,-1.283554,1.385452,4.996183,-0.075126
2.061279,-0.4826050000000001,-1.202316,1.11421,4.509781,-0.044466
1.949874,-0.403854,-1.082214,1.163752,4.019373,-0.204024
1.65947,-0.424256,-1.016159,1.850025,3.999141,-0.349606
1.555145,-0.873657,-1.15506,-0.043358,3.86611,-0.226907
1.711609,-0.750152,-1.096451,-3.177778,3.003739,0.25927
1.595123,-0.08665399999999998,-1.120804,-3.263968,2.490618,0.644947
1.387359,0.144592,-1.144348,-1.489284,2.297271,0.622365
1.25705,0.09768700000000002,-1.058503,-0.737817,1.909991,0.319726
1.165466,0.136428,-0.930831,-0.922771,1.431109,0.109958
1.064941,0.192764,-0.819855,-1.225745,1.001388,0.022056
1.001419,0.233459,-0.705337,-0.980349,0.727099,0.026322
0.972275,0.225769,-0.739013,-0.615525,0.503624,-0.071954
0.97696,0.127014,-0.622666,-0.49316,0.337351,-0.154489
0.998932,0.08355699999999999,-0.5980070000000001,-0.542055,0.147289,-0.295948
0.993713,0.027175999999999974,-0.6596529999999999,-0.476477,-0.11248300000000001,-0.333639
1.022095,-0.05824299999999999,-0.612076,-0.392759,-0.290474,-0.31987
1.035553,-0.138138,-0.62909,-0.44828,-0.478572,-0.340047
1.03421,-0.21965,-0.7692109999999999,-0.384195,-0.735369,-0.23403
1.092636,-0.167083,-0.7636879999999999,-0.027329,-0.998373,-0.207912
1.1237180000000002,-0.290985,-0.7317499999999999,-0.091677,-1.2577060000000002,-0.241077
1.198212,-0.322541,-0.8051,-0.418171,-1.505534,-0.247133
1.297089,-0.287064,-0.985123,-0.545543,-1.92864,-0.187717
1.307526,-0.268799,-1.075561,-0.242172,-2.100004,-0.132452
1.442352,-0.27215599999999995,-1.141464,-0.302886,-2.592428,-0.117937
1.488846,-0.213974,-1.230194,0.056958,-3.05338,-0.065384
1.600479,-0.258499,-1.2015380000000002,0.237189,-3.355197,-0.002464
1.857269,-0.299896,-1.298065,-0.18856,-3.730646,0.179403
2.035812,-0.131408,-1.4861149999999999,-0.330685,-4.269542,0.154365
2.118652,-0.27095,-1.457215,-0.354187,-4.724779,0.11942
2.156693,-0.279602,-1.5111690000000002,-0.246176,-5.205907,0.019277
2.258606,-0.255463,-1.45668,-0.047712,-5.624891,0.12703500000000004
2.296189,-0.320602,-1.352356,-0.028264,-5.947541,0.260019
2.250809,-0.30719,-1.244415,0.106381,-6.092837,0.346952
2.185608,-0.230804,-1.17128,0.434662,-6.202593,0.412232
2.033448,-0.302597,-1.065399,0.551184,-6.231928,0.545893
1.898285,-0.299362,-0.953689,0.593632,-6.238682,0.691285
1.824082,-0.227326,-0.89534,0.71541,-6.188314,0.875144
1.654358,-0.223556,-0.787644,0.691367,-6.142736,1.040934
1.499771,-0.167297,-0.6273960000000001,0.766251,-6.05373,1.110257
1.369141,-0.09881599999999997,-0.49643,0.739807,-5.950458,1.124905
1.162827,-0.039947,-0.38729900000000006,0.896309,-5.823295,1.107073
1.014313,0.06707800000000003,-0.26582300000000003,1.255823,-5.602196,1.124224
0.847473,0.033233999999999986,-0.12939499999999993,1.153196,-5.403882,1.081462
0.63057,-0.003937000000000024,-0.0021509999999999026,0.821369,-5.189816,0.997084
0.455796,-0.026382000000000017,0.061996999999999976,0.156109,-5.038328,0.8428959999999999
0.301422,-0.0020600000000000063,0.13052400000000003,-0.484811,-4.801927,0.76475
0.185334,-0.153885,0.26316800000000007,-1.761583,-4.517515,0.644502
0.03688100000000005,-0.179688,0.301468,-3.122554,-4.564578,0.402342
-0.175018,-0.022537,0.290817,-2.789432,-4.34301,0.173187
-0.284027,0.010575,0.33238199999999996,-1.276795,-3.894677,-0.027027
-0.407044,-0.12759399999999999,0.471268,-0.112764,-3.388918,-0.12039200000000003
-0.4328759999999999,-0.222885,0.5763710000000001,0.216804,-3.015671,-0.03749
-0.592956,-0.282776,0.609497,0.023392,-2.713102,0.132546
-0.656128,-0.254563,0.650879,-0.183637,-2.345901,0.507947
-0.704941,-0.153229,0.680481,-0.414775,-2.052792,0.688076
-0.7661139999999999,-0.007277999999999998,0.800659,-0.201794,-1.714323,0.816104
-0.768906,0.102387,0.794037,-0.107911,-1.464424,0.689993
-0.7929539999999999,0.203201,0.8304289999999999,0.097617,-1.188015,0.371755
-0.79512,0.220306,0.815307,0.397834,-0.90249,0.139
-0.83342,0.219468,0.776138,0.540703,-0.630335,-0.04067
-0.920532,0.155227,0.7661749999999999,0.563526,-0.403768,-0.056047
-0.931763,0.092087,0.685882,0.504332,-0.203404,-0.145024
-0.928619,0.040526999999999994,0.64682,0.150257,-0.095688,-0.208555
-0.975052,-0.009704,0.679519,0.322992,0.055888,-0.226114
-0.972046,-0.016723,0.568421,0.416838,0.205377,-0.092576
-0.971542,-0.028702,0.487472,0.322601,0.353352,0.062746
-0.980484,-0.024749,0.469787,0.1164,0.430438,0.213173
-0.971466,-0.022842,0.483108,0.035296,0.510366,0.310043
-0.948838,0.052277,0.446641,-0.08398,0.542652,0.338175
-0.961686,0.04885800000000001,0.455658,-0.111398,0.650195,0.345359
-0.9573060000000002,0.049194,0.5088809999999999,0.092608,0.869724,0.348561
-0.918701,0.063446,0.452057,0.193909,1.010831,0.381051
-0.872268,0.035995,0.499115,-0.074275,1.068127,0.39323
-0.869813,0.073242,0.605026,-0.487267,1.14614,0.405471
-0.812286,0.110016,0.686066,-0.798763,1.285705,0.290437
