ax,ay,az,wx,wy,wz
-0.992431,0.053971000000000005,0.003266,0.046778,-0.027265,-0.0093
-0.993362,0.050552,0.0007940000000000001,0.04133,-0.030449,-0.00299
-0.988953,0.045685,-0.00058,0.031725,-0.041038,-0.01379
-0.996215,0.049591,-0.0031429999999999987,0.0468,-0.042146,-0.018899000000000003
-1.002549,0.048629,-0.0037380000000000004,0.040367,-0.030429,-0.013652
-1.003159,0.052504999999999996,0.0030670000000000003,0.042442,-0.027258,-0.0051
-1.0080870000000002,0.049591,0.005905,0.045525,-0.016656,0.01305
-1.007553,0.049103000000000015,0.003952000000000001,0.031535,-0.009171,0.020313
-1.002609,0.046677,0.00013799999999999923,0.022949,-0.01552,0.016988
-0.993897,0.046174000000000014,0.00322,0.03582,-0.024073,0.013975
-0.996384,0.054932,0.006606999999999999,0.071148,-0.031648,0.018724
-1.001236,0.061766999999999996,0.004593,0.117176,-0.033953,0.030032
-1.003586,0.06518600000000001,0.00016799999999999888,0.143804,-0.039392,0.047449
-1.009324,0.07399,-0.006240999999999997,0.16830699999999998,-0.050134,0.059496
-1.011795,0.07885700000000001,-0.0038300000000000022,0.226238,-0.046085,0.06458799999999999
-1.006775,0.09642,-0.011506,0.298096,-0.041027,0.07308200000000001
-1.001877,0.10372999999999999,-0.012862999999999998,0.385952,-0.027533,0.095654
-0.99942,0.105194,-0.013794,0.468309,-0.024672,0.125593
-1.001862,0.106171,-0.013824000000000001,0.5238729999999999,-0.005765,0.159419
-0.998901,0.108124,-0.015228000000000004,0.558077,-0.01122,0.170552
-1.008606,0.107651,-0.018326,0.566562,-0.009138,0.18132
-1.004532,0.10426300000000001,-0.027527,0.576075,-0.009192,0.195296
-0.9992530000000001,0.11495999999999999,-0.023025,0.616614,-0.02,0.213969
-1.007629,0.13006600000000001,-0.018265,0.705525,-0.007576,0.237617
-1.015441,0.130554,-0.017914,0.809512,0.007993,0.258295
-1.0153809999999999,0.131057,-0.020829,0.8800819999999999,0.007708,0.284869
-1.011078,0.130127,-0.042695,0.907803,-0.001984,0.298034
-1.005035,0.125763,-0.053314,0.903479,0.007595999999999999,0.305429
-0.998352,0.12233,-0.045898000000000015,0.8626209999999999,0.027927,0.321896
-0.991943,0.124771,-0.049683000000000005,0.849777,0.055618,0.332392
-0.994202,0.129669,-0.058975,0.833873,0.08440700000000001,0.327936
-0.9928889999999999,0.139953,-0.077454,0.829933,0.104671,0.30448400000000003
-0.9963690000000001,0.13563599999999998,-0.100434,0.7829149999999999,0.135696,0.299581
-0.982131,0.121506,-0.106064,0.682109,0.159446,0.30242
-0.976043,0.12632700000000002,-0.0923,0.608019,0.172457,0.310946
-0.989869,0.13266,-0.082291,0.597504,0.195912,0.302314
-1.003113,0.136627,-0.104935,0.606349,0.218247,0.288622
